Sentence,CEFR
I propose that we should have another meeting.,A1
My advice is to tell Tom what he wants to know.,A1
He was a picture of health when we last saw him.,A1
I'll see if I can find out what Tom wants us to do.,A1
They say that they've never taught French.,A1
Tom didn't tell Mary what he wanted to do.,A1
The bus can carry a maximum of 40 people.,A1
Tom and Mary said that they enjoy teaching French.,A1
Don't forget to tell Mary that she needs to do that.,A1
She didn't have enough time to do everything she wanted.,A1
Mary didn't find what she was looking for.,A1
My parents met each other in the mountains.,A1
Tom is hoping that Mary can do that for him.,A1
"I cannot see the hummingbird, because it is too far away.",A1
It's a book written for high school students.,A1
Tom took Mary's picture with his iPhone.,A1
Tom and Mary told John that they thought Alice wasn't bored.,A1
I don't know how much time it'll take to do that.,A1
They are from two different villages of Kabylie.,A1
Why does Tom want to stay in Australia for another year?,A1
Tom was sitting in the shade of a tree and reading a book.,A1
Tom said that Mary was the one who told him that.,A1
I don't think that I can do anything like that.,A1
Everybody knows that's not going to happen.,A1
Sami was trying to do something special for Layla.,A1
I climbed Mt. Fuji last month for the first time.,A1
Yanni's children played out there every day.,A1
"If we hadn't done that, it would have been more fun.",A1
William was turned away without meeting Sandra.,A1
"I then wrote a report of what happened, to inform you.",A1
Mary liked to swim when she was younger.,A1
Tom asked me if I remembered where we'd parked.,A1
"The last time I saw Tom, he was thirteen years old.",A1
Were you the one who made the coffee this morning?,A1
That isn't the main reason why Tom and Mary need to do that.,A1
Tom and Mary said they've been asked not to do that again.,A1
I want you to stay here in Australia until the Monday after next.,A1
Tom said that he thought that I was taller than Mary.,A1
Where have you been spending your afternoons?,A1
Tom asked Mary why she thought she had to do that.,A1
I woke up with a cat sleeping next to my feet.,A1
Tom told me that he thought Mary was hungry.,A1
Tom and Mary told John they didn't know how to do that.,A1
Let me point out three mistakes in your article.,A1
"Tom is going to just have to ask Mary to do that for us, isn't he?",A1
Tom has been dating a lot of different women.,A1
Tom and Mary told us that they could speak French.,A1
Sami loves the high life just as much as Layla does.,A1
He checked his watch to see what time it was.,A1
Ziri should have written the email in Berber.,A1
She asked me to go to the supermarket with him.,A1
I'm very happy you've agreed to do that.,A1
I cannot speak and listen as well as I write.,A1
One of her cars is blue and the others are red.,A1
Tom decided that he wanted to live in Boston.,A1
Maybe I shouldn't have gone there so late at night.,A1
Tom told me that he thinks Mary is much prettier than Alice.,A1
This is the first time I've ever fired a worker.,A1
Tom was about to leave as Mary walked into the room.,A1
You're grown up enough to face your own problems.,A1
I'm having a really hard time getting to sleep at night.,A1
Tom and Mary said they didn't go to school yesterday.,A1
I didn't know you didn't want to do that today.,A1
It looks like you're enjoying the party.,A1
When did you decide to start this project?,A1
I didn't know that Tom was planning to leave.,A1
I just found out that Tom won't do that.,A1
I know that you need to go to Australia.,A1
I heard that you want to learn how to speak French.,A1
It is always the right time to do the right thing.,A1
Tom told me that he was afraid of snakes.,A1
Mary did a lot better today than she usually does.,A1
Tom didn't want to be in the same room as Mary.,A1
How did Tom get Mary to give him so much money?,A1
Did Tom and Mary say why they were leaving?,A1
I'm going to give you everything I've got.,A1
Sami couldn't believe what was coming out of Layla's mouth.,A1
Tom asked Mary why he needed to do that.,A1
Tom revealed that he had the hots for Mary's best friend.,A1
It took me three hours to drive from Boston to here.,A1
I would like to see how much time went by between the orders.,A1
"Don't draw or write on the windows, please.",A1
Tom told Mary he wanted John to teach him how to do that.,A1
"Excuse me, miss! Do you know how late it is?",A1
The mother missed her daughter who was away at college.,A1
Did Tom say when he was going to get back from Australia?,A1
Don't let this get in the way of your studies.,A1
I'm sure Tom will think that we shouldn't do that.,A1
Tom wasn't the one who broke the window.,A1
Would you happen to know anything about that?,A1
Tom said you wanted to see me about something.,A1
I think that Tom will be busy tomorrow morning.,A1
Tom and Mary know that there's no way they can win.,A1
He often sits by me and listens to music.,A1
I went to Vienna for the first time last year.,A1
I think that Tom is still living in Australia.,A1
Tom will have to stay in the hospital for a few weeks.,A1
Tom and Mary have done everything they can do.,A1
Don't tell Daniel that you're his sister.,A1
How long will it take you to get to Boston from here?,A1
Mary has some things she has to do tomorrow.,A1
Tom never would have done that if Mary hadn't asked him to.,A1
I didn't know how to do what I had to do.,A1
Tom and Mary told me they'd never done that before.,A1
Did Tom and Mary tell you where they were last night?,A1
What do you think about going on a walk in the park?,A1
Tom and Mary said they're interested in doing that.,A1
"You know that I'm still planning on joining the team, don't you?",A1
What makes you think Tom had anything to do with it?,A1
I think you could get Tom to tell you how to do that.,A1
You really should've done that last week.,A1
I don't think Tom will ever stop doing that.,A1
"The Comoros is called ""Juzur al-Qamar"" in Arabic.",A1
I don't want to do my homework right now.,A1
I have no strong feelings one way or the other.,A1
We thought it natural that he should get excited.,A1
"If you are going to the library this afternoon, would you please return two books for me?",A1
The Faroe Islands are not part of the European Union.,A1
That village has changed a lot from how it was 10 years ago.,A1
How much is this vacation going to cost us?,A1
"If it's raining tomorrow, we'll go there by car.",A1
Learning Berber is something Yanni likes.,A1
Tom is the one that planted these trees.,A1
I don't think you really want to do that.,A1
You've got the biggest breasts in the family.,A1
The only thing I want is for you to be happy.,A1
Tom came to my office early yesterday afternoon.,A1
Ziri asked Rima how she had his mother's picture.,A1
How did you find out you didn't have to do that?,A1
Tom and Mary are hoping they can do that with John.,A1
There was no return address on the letters.,A1
Not just anyone would be willing to do something like that.,A1
Tom had a party at his place Monday evening.,A1
Sami doesn't know how to handle this situation.,A1
"When you aren't here, everything goes wrong.",A1
I think that I will go to LA for vacation.,A1
Tom and Mary say they don't feel like eating right now.,A1
Tom and Mary are as different as night and day.,A1
I didn't know Tom needed to tell Mary what to do.,A1
"Which is easier for you to speak, French or English?",A1
"The real question is, what does Tom mean to you?",A1
Sami was still best friends with Farid at the time.,A1
Judaism is not the opposite of Christianity.,A1
Tom and Mary said that they didn't plan to go.,A1
Tom said he wouldn't be willing to do that for me.,A1
I can't believe that you needed to do that.,A1
How did you find out about what happened?,A1
I told the police that Tom was with me at that time.,A1
Do you happen to know where Tom and Mary live?,A1
Tom should've told me about that sooner.,A1
Tom said Mary was sleeping when he got home.,A1
I think that that book is not so interesting.,A1
"To make a cake, you must use eggs, butter and sugar.",A1
Tom and Mary are the only friends John has in Boston.,A1
Yanni never again came to that coffee shop.,A1
Tom wasn't satisfied with the work Mary had done.,A1
"If we'd waited, we could've sold that at a higher price.",A1
"Written, as it is, in easy English, the book is easy to read.",A1
Sami isn't going to give you details on that.,A1
"You're not thinking about leaving, are you?",A1
He was at his friend's house last night.,A1
There's nothing to understand in this situation.,A1
I wouldn't even know where to start looking for Tom.,A1
Everybody knew that Tom didn't like going to Australia.,A1
I know that Tom is a few pounds lighter than Mary is.,A1
Please give my best regards to your mother.,A1
How do you read the last word on the third line?,A1
